受渡日,時刻コード,システムプライス(円/kWh),Hokkaido,Tohoku,Tokyo,Chubu,Hokuriku,Kansai,Chugoku,Shikoku,Kyushu
2025/3/2,39,14.58,15.39,15.39,15.39,15.39,15.39,15.39,15.39,15.06,10.16
2025/3/2,40,14.31,15,15,15,15,15,15,15,15,10.16
2025/3/2,41,14.5,14.84,14.84,14.84,14.84,14.84,14.84,14.84,14.84,11
2025/3/2,42,14.15,14.62,14.62,14.62,14.62,14.62,14.62,14.62,13.86,10.24
2025/3/2,43,13.06,13.88,13.88,13.88,13.88,13.88,13.88,13.88,12.34,10.29
2025/3/2,44,12.27,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12,10.16
2025/3/2,45,12.27,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,10.14
2025/3/2,46,11.41,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,9.09
2025/3/2,47,11.16,11.73,11.73,11.73,11.73,11.73,11.73,11.73,11.73,9.09
2025/3/2,48,7.81,8.28,8.28,8.28,8.28,8.28,8.28,8.28,8.28,8.28
2025/3/3,1,8.97,12.27,12.27,12.27,5,5,5,5,5,5
2025/3/3,2,9.38,11.61,11.61,11.61,8.8,8.8,8.8,8.8,8.8,8.8
2025/3/3,3,9.38,11.48,11.48,11.48,11.24,8.84,8.84,8.84,8.84,8.84
2025/3/3,4,9.38,11.55,11.55,11.55,11.55,8,8,8,8,8
2025/3/3,5,9.09,11.55,11.55,11.55,11.55,6.01,6.01,6.01,6.01,6.01
2025/3/3,6,9.09,11.48,11.48,11.48,8.63,8.63,8.63,8.63,8.63,8.63
2025/3/3,7,10.16,11.48,11.48,11.48,8.71,8.71,8.71,8.71,8.71,8.71
2025/3/3,8,10.62,12.65,11.48,11.48,8.82,8.82,8.82,8.82,8.82,8.82
2025/3/3,9,11.48,12.65,11.81,11.81,9.09,9.09,9.09,9.09,9.09,9.09
2025/3/3,10,11.48,12.65,12.08,12.08,9.09,9.09,9.09,9.09,9.09,9.09
2025/3/3,11,11.54,12.65,12.14,12.14,10.89,10.89,10.89,10.89,10.89,10.16
2025/3/3,12,12.27,12.65,12.27,12.27,12,11.72,11.72,11.72,11.72,9.09
2025/3/3,13,12.61,12.35,12.35,12.35,12.35,12.34,12.34,12.34,12.34,10.16
2025/3/3,14,13.31,13,13,13,13,13,13,13,13,10.16
2025/3/3,15,14.15,13.5,13.5,13.5,13.5,13.5,13.5,13.5,12.34,12.46
2025/3/3,16,17.61,15.08,15.08,15.08,15.08,15.08,15.08,15.08,14.03,11.37
2025/3/3,17,20,17.4,17.4,17.4,18.95,18.95,18.95,18.95,18.95,18.95
2025/3/3,18,21.83,19.84,21.59,21.59,21.59,21.59,21.59,21.59,21.59,18.95
2025/3/3,19,21.59,20.67,21.59,21.59,21.59,21.59,21.59,21.59,21.59,20.59
2025/3/3,20,21.59,19.29,21.59,21.59,21.59,21.59,21.59,21.59,21.59,20.59
2025/3/3,21,21.59,18.68,21.59,21.59,21.59,21.59,21.59,21.59,21.59,19.24
2025/3/3,22,21.59,18.97,21.59,21.59,30.17,30.17,30.17,30.17,30.17,20
2025/3/3,23,21.6,19.29,19.65,19.65,30,30,30,30,30,14.58
2025/3/3,24,21.6,18.07,18.07,18.07,36,36,36,36,36,14.58
2025/3/3,25,19.61,12.39,12.94,17.98,30,30,30,30,30,9.38
2025/3/3,26,18.27,12.42,12.42,17.94,21.1,21.1,21.1,21.1,21.1,9.38
2025/3/3,27,21.1,15.59,15.59,18.2,24.46,24.46,24.46,24.46,24.46,12.49
2025/3/3,28,21.1,16.99,16.99,18.14,27.72,27.72,27.72,27.72,27.72,14.58
2025/3/3,29,21.1,16.99,16.99,18.01,25.47,25.47,25.47,25.47,25.47,17.9
2025/3/3,30,21.46,16.99,16.99,18.07,28.66,28.66,28.66,28.66,28.66,18
2025/3/3,31,21.1,13.89,13.89,18.01,25.72,25.72,25.72,25.72,18.5,17.9
2025/3/3,32,21.37,18.12,18.12,18.12,21.36,21.36,21.36,21.36,21.36,18.95
2025/3/3,33,21.1,18.86,18.86,18.86,21.1,21.1,21.1,21.1,21.1,18.95
2025/3/3,34,21.1,18.01,18.01,18.01,23.02,23.02,23.02,23.02,23.02,20.59
2025/3/3,35,21.1,18.12,18.12,18.12,21.1,21.1,21.1,21.1,21.1,20.59
2025/3/3,36,21.1,18.07,18.07,18.07,25,25,25,25,25,18.74
2025/3/3,37,21.1,18,18,18,21.37,21.37,21.37,21.37,21.37,18.95
2025/3/3,38,21.1,17.98,17.98,17.98,21.1,21.1,21.1,21.1,21.1,18.95
2025/3/3,39,21,17.4,17.4,17.4,21.1,21.1,21.1,21.1,21.1,17.9
2025/3/3,40,18.94,16.91,16.91,16.91,21.1,21.1,21.1,21.1,21.1,17.9
2025/3/3,41,18.27,16.91,16.91,16.91,21.1,21.1,21.1,21.1,21.1,17
2025/3/3,42,18.94,17.87,17.87,17.87,21.1,21.1,21.1,21.1,21.1,16.54
2025/3/3,43,18.27,15.56,15.56,15.56,21.1,21.1,21.1,21.1,21.1,18
2025/3/3,44,17.94,14.67,14.67,14.67,18.82,18.82,18.82,18.82,18.82,17.9
2025/3/3,45,17.85,14.83,14.83,14.83,16.05,16.05,16.05,16.05,16.05,16.05
2025/3/3,46,14.5,13.97,13.97,13.97,13.97,13.97,13.97,13.97,13.97,13.97
2025/3/3,47,14,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,12.9
2025/3/3,48,13.37,13.44,13.44,13.44,11.54,11.54,11.54,11.54,11.54,9.09
2025/3/4,1,13.05,13.5,13.5,13.5,16.23,16.23,16.23,16.23,16.23,7.39
2025/3/4,2,13.09,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,7.39
2025/3/4,3,13.16,13.33,13.33,13.33,13.33,13.33,13.33,13.33,13.33,7.39
2025/3/4,4,13.16,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,7.39
2025/3/4,5,13.36,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,7.39
2025/3/4,6,13.52,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,10.16
2025/3/4,7,13.63,13.46,13.46,13.46,13.67,13.67,13.67,13.67,13.67,11.66
2025/3/4,8,13.63,13.38,13.38,13.38,13.62,13.62,13.62,13.62,13.62,12.46
2025/3/4,9,13.77,13.48,13.48,13.48,13.6,13.6,13.6,13.6,13.6,12.46
2025/3/4,10,13.78,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,12.55
2025/3/4,11,14.47,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,12.66
2025/3/4,12,15.8,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81
2025/3/4,13,18.07,16.23,16.23,16.23,18,18,18,18,18,14.58
2025/3/4,14,21,17.8,17.8,17.8,21.1,21.1,21.1,21.1,21.1,14.58
2025/3/4,15,21,17.87,17.87,17.87,19.56,19.56,19.56,19.56,19.56,15.01
2025/3/4,16,25,17.5,17.5,17.5,30.65,30.65,30.65,30.65,30.65,20
2025/3/4,17,24.72,15.28,15.28,15.28,41,41,41,41,41,32
2025/3/4,18,27.6,15.56,15.56,15.56,41,41,41,41,41,41
2025/3/4,19,24,14.1,14.1,14.1,41,41,41,41,41,41
2025/3/4,20,21.1,13.6,13.6,13.6,41,41,41,41,41,41
2025/3/4,21,19.01,12.41,12.41,13.42,41,41,41,41,41,41
2025/3/4,22,17.38,11.59,11.59,13.41,22.9,41,41,41,41,41
2025/3/4,23,16.99,11.5,11.5,13.39,40.01,40.01,40.01,40.01,40.01,40
2025/3/4,24,14.58,8,11.48,13.39,22.25,32.81,32.81,32.81,32.81,24.72
2025/3/4,25,13.65,7.81,10.52,13.33,18.82,28,28,28,28,21.45
2025/3/4,26,13.8,11.37,11.37,13.33,35,35,35,35,32.2,21.45
2025/3/4,27,16.21,13.48,13.48,13.48,40,40,40,40,40,22.07
2025/3/4,28,17.85,13.81,13.81,13.81,41,41,41,41,41,22.32
2025/3/4,29,17.91,13.78,13.78,13.78,41,41,41,41,41,22.32
2025/3/4,30,19.01,14.01,14.01,14.01,41,41,41,41,25,21.86
2025/3/4,31,20.01,14,14,14,41,41,41,41,25,22.32
2025/3/4,32,30,14.83,14.83,14.83,41,41,41,41,31,24.2
2025/3/4,33,30,17.89,17.89,17.89,32.65,32.65,32.65,32.65,32.65,22.32
2025/3/4,34,30,18.86,18.86,18.86,22.94,22.94,22.94,22.94,22.94,22.32
2025/3/4,35,37.55,19.01,19.01,19.01,30,30,30,30,30,21.45
2025/3/4,36,21.45,19.01,19.01,19.01,22.93,22.93,22.93,22.93,22.93,16.02
2025/3/4,37,21.45,19.01,19.01,19.01,21.7,21.7,21.7,21.7,21.7,16.55
2025/3/4,38,21.45,19.01,19.01,19.01,21.1,21.1,21.1,21.1,21.1,16.17
2025/3/4,39,23.25,18.07,18.07,18.07,21.1,21.1,21.1,21.1,21.1,15.1
2025/3/4,40,21.96,18.07,18.07,18.07,21.1,21.1,21.1,21.1,21.1,14.58
2025/3/4,41,21.41,17.94,17.94,17.94,21.1,21.1,21.1,21.1,21.1,14.58
2025/3/4,42,20,17.94,17.94,17.94,18,18,18,18,18,14.58
2025/3/4,43,18.07,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,14.58
2025/3/4,44,17.85,14.11,14.11,14.11,14.11,14.11,14.11,14.11,12.34,13.52
2025/3/4,45,17.15,14.06,14.06,14.06,14.06,14.06,14.06,14.06,11.06,12.46
2025/3/4,46,13.87,13.6,13.6,13.6,11.55,11.55,11.55,11.55,8.99,11.55
2025/3/4,47,13.65,13.6,13.6,13.6,11.4,11.4,11.4,11.4,8.99,11.4
2025/3/4,48,12.99,13.37,13.37,13.37,5.5,5.5,5.5,5.5,5.5,5.5
2025/3/5,1,12.5,13.61,13.61,13.61,13.61,11,11,11,11,10.16
2025/3/5,2,12.39,13.39,13.39,13.39,13.39,11.15,11.15,11.15,11.15,10.16
2025/3/5,3,12.39,12.77,12.77,12.77,12.77,11.15,11.15,11.15,11.15,9.15
2025/3/5,4,12.39,12.77,12.52,12.52,12.52,11.15,11.15,11.15,11.15,10.16
2025/3/5,5,12.5,12.77,12.72,12.72,12.72,11.15,11.15,11.15,11.15,10.16
2025/3/5,6,12.89,12.8,12.8,12.8,12.8,11.39,11.39,11.39,11.39,11.23
2025/3/5,7,13.27,13.39,13.39,13.39,13.39,11.73,11.73,11.73,11.73,11.73
2025/3/5,8,13.39,13.39,13.39,13.39,13.39,12.18,12.18,12.18,12.18,12.18
2025/3/5,9,13.45,13.41,13.41,13.41,13.41,12.46,12.46,12.46,12.46,12.46
2025/3/5,10,13.53,13.42,13.42,13.42,13.42,13,13,13,13,13
2025/3/5,11,13.53,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45
2025/3/5,12,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61,13.61
2025/3/5,13,13.88,13.84,13.84,13.84,13.84,13.84,13.84,13.84,8.94,13.84
2025/3/5,14,14.89,14.8,14.8,14.8,14.8,14.8,14.8,14.8,8.96,14.8
2025/3/5,15,17.8,17.04,17.38,17.38,19.25,19.25,19.25,19.25,8.95,19.25
2025/3/5,16,19.21,18.01,18.01,18.01,21.1,21.1,21.1,21.1,8.93,21.1
2025/3/5,17,21.32,18.71,20,20,22.53,22.53,22.53,22.53,12,22.53
2025/3/5,18,25,18.64,21.32,21.32,30,30,30,30,16.55,17.23
2025/3/5,19,25,21.32,21.32,21.32,30,30,30,30,12.8,12.94
2025/3/5,20,21.32,21.32,21.32,21.32,23.33,23.33,23.33,23.33,11.06,12.94
2025/3/5,21,21.32,21.32,21.32,21.32,27.11,27.11,27.11,27.11,8.86,9
2025/3/5,22,21.32,22.08,22.08,22.08,25.68,25.68,25.68,25.68,8.85,7.8
2025/3/5,23,20,21.32,21.32,21.32,25,25,25,25,8.86,7.8
2025/3/5,24,19.48,21.32,21.32,21.32,21.8,21.8,21.8,21.8,8.76,7.49
2025/3/5,25,16,17.89,17.89,17.89,17.89,17.89,17.89,17.89,8.77,5.39
2025/3/5,26,14.22,16,16,16,16,16,16,16,8.76,5.39
2025/3/5,27,17.07,18.07,18.07,18.07,19.84,19.84,19.84,19.84,8.77,5.39
2025/3/5,28,17.04,18.03,18.03,18.03,19.84,19.84,19.84,19.84,8.7,6.55
2025/3/5,29,17.04,17.8,17.8,17.8,19.84,19.84,19.84,19.84,8.76,7.8
2025/3/5,30,17,17.75,17.75,17.75,19.84,19.84,19.84,19.84,8.76,7.8
2025/3/5,31,14.85,15.01,15.01,15.01,19.84,19.84,19.84,19.84,8.7,7.8
2025/3/5,32,17.38,17.5,17.5,17.5,21.1,21.1,21.1,21.1,8.7,9
2025/3/5,33,18.18,17.94,17.94,17.94,21.1,21.1,21.1,21.1,8.78,12.44
2025/3/5,34,21.1,18.5,18.5,18.5,21.1,21.1,21.1,21.1,8.78,15.16
2025/3/5,35,21.1,18.07,18.07,18.07,24.22,24.22,24.22,24.22,8.85,17.23
2025/3/5,36,21.32,18.18,18.18,18.18,27.12,27.12,27.12,27.12,8.93,20.59
2025/3/5,37,21.1,18.07,18.07,18.07,21.53,21.53,21.53,21.53,9,21.45
2025/3/5,38,21.1,17.98,17.98,17.98,28.4,28.4,28.4,28.4,11.06,21.45
2025/3/5,39,19.98,17.4,17.4,17.4,21.1,21.1,21.1,21.1,8.99,21.1
2025/3/5,40,18.24,15.08,15.08,15.08,21.1,21.1,21.1,21.1,8.99,20.59
2025/3/5,41,18,14.52,14.52,14.52,21.1,21.1,21.1,21.1,8.93,20.59
2025/3/5,42,15.47,14.52,14.52,14.52,19.84,19.84,19.84,19.84,8.93,19.25
2025/3/5,43,14.58,14.08,14.08,14.08,16.38,16.38,16.38,16.38,8.92,16.38
2025/3/5,44,14.5,13,14.05,14.05,15.16,15.16,15.16,15.16,8.88,15.16
2025/3/5,45,17.06,16.95,17.06,17.06,17.06,17.06,17.06,17.06,8.99,17.06
2025/3/5,46,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,8.92,14.05
2025/3/5,47,15.16,14.18,14.18,14.18,14.18,14.18,14.18,14.18,8.93,14.18
2025/3/5,48,13.18,13.05,13.05,13.05,13.05,13.05,13.05,13.05,8.91,13.05
2025/3/6,1,12.82,12.99,12.99,12.99,12.99,11.41,11.41,11.41,9.56,11.41
2025/3/6,2,12.27,12.5,12.5,12.5,10.74,10.74,10.74,10.74,10.74,10.74
2025/3/6,3,12.27,12.77,12.5,12.5,10.87,10.87,10.87,10.87,10.87,10.59
2025/3/6,4,12.5,12.77,12.27,12.27,11.1,11.1,11.1,11.1,11.1,10.74
2025/3/6,5,12.87,14.01,12.5,12.5,11.73,11.73,11.73,11.73,11.73,11.73
2025/3/6,6,12.95,14.33,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
2025/3/6,7,13.15,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87
2025/3/6,8,13.27,13,13,13,13,13,13,13,13,13
2025/3/6,9,13.4,13,13,13,13,13,13,13,13,13
2025/3/6,10,13.32,13,13,13,13,13,13,13,12.75,13
2025/3/6,11,13.32,13.01,13.01,13.01,13.01,13.01,13.01,13.01,12.34,13.01
2025/3/6,12,13.54,15,13.33,13.33,13.33,13.33,13.33,13.33,11.06,13.33
2025/3/6,13,14.74,13.84,13.84,13.84,14.58,14.58,14.58,14.58,12.34,14.58
2025/3/6,14,17.94,14.18,14.18,14.18,17.23,17.23,17.23,17.23,13.61,17.23
2025/3/6,15,17.94,17,17,17,18,18,18,18,11.06,18
2025/3/6,16,17.23,15.16,15.16,15.16,15.16,15.16,15.16,15.16,9.5,15.16
2025/3/6,17,17.38,14.2,14.2,14.2,15.26,15.26,15.26,15.26,8.99,15.26
2025/3/6,18,17.5,14.1,14.1,14.1,14.1,17.99,17.99,17.99,8.94,17.99
2025/3/6,19,16.7,14.99,14.99,14.99,14.99,18,18,18,14,18
2025/3/6,20,14.08,13.95,13.95,13.95,13.03,14.22,14.22,14.22,11.06,14.22
2025/3/6,21,13.12,13.19,13.19,13.19,12.18,12.18,12.18,12.18,11.06,9.38
2025/3/6,22,13,13.18,13.18,13.18,13.18,13.18,13.18,13.18,11.06,8.42
2025/3/6,23,13.01,13.78,13.78,13.78,13.78,13.78,13.78,13.78,8.54,8.42
2025/3/6,24,12.86,13.63,13.63,13.63,13.63,13.63,13.63,13.63,12.34,6.74
2025/3/6,25,12.09,12.68,12.68,12.68,11.54,11.54,11.54,11.54,11.54,5.39
2025/3/6,26,12.09,12.83,12.83,12.83,11.12,11.12,11.12,11.12,11.12,5.39
2025/3/6,27,12.27,13.01,13.01,13.01,12.15,12.15,12.15,12.15,12.15,5.39
2025/3/6,28,12.69,13.7,13.7,13.7,12.18,12.18,12.18,12.18,11.06,5.39
2025/3/6,29,12.81,13.45,13.45,13.45,12.73,12.73,12.73,12.73,8.84,5.39
2025/3/6,30,13.01,13.67,13.67,13.67,13.67,13.67,13.67,13.67,8.81,5.39
2025/3/6,31,12.65,13.4,13.4,13.4,11.54,11.54,11.54,11.54,8.73,6.64
2025/3/6,32,13.42,13.63,13.63,13.63,13.63,13.63,13.63,13.63,8.7,9.15
2025/3/6,33,14.36,14.36,14.36,14.36,14.36,14.36,14.36,14.36,8.88,10.81
2025/3/6,34,19.98,17.76,17.76,17.76,21.11,21.11,21.11,21.11,8.97,15.16
2025/3/6,35,21.11,17.98,17.98,17.98,22,22,22,22,11.06,22
2025/3/6,36,21.46,18.03,18.03,18.03,21.11,21.11,21.11,21.11,20,21.11
2025/3/6,37,21.11,17.79,17.79,17.79,27.54,27.54,27.54,27.54,27.54,27.54
2025/3/6,38,21.11,17.94,17.94,17.94,25.7,25.7,25.7,25.7,25.7,25.7
2025/3/6,39,21.7,17.87,17.87,17.87,30.26,30.26,30.26,30.26,27.04,30.26
2025/3/6,40,21.45,17.04,17.04,17.04,30.01,30.01,30.01,30.01,30.01,30
2025/3/6,41,21.11,16.99,16.99,16.99,45.01,45.01,45.01,45.01,45,25.7
2025/3/6,42,21.11,14.5,14.5,14.5,45.01,45.01,45.01,45.01,45,21.45
2025/3/6,43,20,14.03,14.03,14.03,45.01,45.01,45.01,45.01,45,40
2025/3/6,44,18.07,13.94,13.94,13.94,45.01,45.01,45.01,45.01,45,21.45
2025/3/6,45,17.89,14.3,14.3,14.3,30,30,30,30,30,20
2025/3/6,46,14.58,13.81,13.81,13.81,17.23,17.23,17.23,17.23,12.34,17.23
2025/3/6,47,14.58,13.72,13.72,13.72,14.58,14.58,14.58,14.58,12.34,14.58
2025/3/6,48,13.21,13.04,13.04,13.04,13.04,13.04,13.04,13.04,12.59,13.04
2025/3/7,1,13.37,13.27,13.27,13.27,13.27,13.27,13.27,13.27,11.06,13.27
2025/3/7,2,13.18,13.02,13.02,13.02,13.02,13.02,13.02,13.02,9,13.02
2025/3/7,3,13.09,13,13,13,13,13,13,13,8.99,13
2025/3/7,4,13.05,12.96,12.96,12.96,12.96,12.96,12.96,12.96,9,12.96
2025/3/7,5,13.16,12.98,12.98,12.98,13,13,13,13,11.06,13
2025/3/7,6,13.38,13.09,13.09,13.09,13.5,13.5,13.5,13.5,12.34,13.5
2025/3/7,7,13.59,13.35,13.35,13.35,13.5,13.5,13.5,13.5,13.21,13.5
2025/3/7,8,13.53,13.38,13.38,13.38,13.5,13.5,13.5,13.5,13.5,13.5
2025/3/7,9,13.7,13.39,13.39,13.39,13.39,13.39,13.39,13.39,12.34,13.39
2025/3/7,10,13.72,13.42,13.42,13.42,13.42,13.42,13.42,13.42,12.34,13.42
2025/3/7,11,14,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63
2025/3/7,12,14.75,14.01,14.01,14.01,14.01,14.01,14.01,14.01,14.01,14.01
2025/3/7,13,18.12,16.16,16.16,16.16,22,22,22,22,22,22
2025/3/7,14,22.57,18.03,18.03,18.03,45.01,45.01,45.01,45.01,34,45.01
2025/3/7,15,21.62,17.92,17.92,17.92,30,30,30,30,13.5,30
2025/3/7,16,17.78,14.16,14.16,14.16,21,21,21,21,11.06,21
2025/3/7,17,15.06,13.42,13.42,13.42,18,18,18,18,8.99,17.23
2025/3/7,18,13.7,13.21,13.21,13.21,15.83,15.83,15.83,15.83,8.88,15.83
2025/3/7,19,13.45,13.87,13.87,13.87,14.99,14.99,14.99,12.4,8.81,8.83
2025/3/7,20,12.47,13,13,13,13,13,13,7.8,7.8,7.8
2025/3/7,21,12.18,12.63,12.63,12.63,12.63,13,13,8.54,8.54,7.8
2025/3/7,22,11.12,12.32,12.32,12.32,12.32,12.32,12.32,8.87,8.87,6.52
2025/3/7,23,10.56,12.25,12.25,12.25,12.25,12.25,12.25,8.79,8.79,0.01
2025/3/7,24,8.83,11.73,11.73,11.73,11.73,11.73,11.73,8.73,8.73,0.01
2025/3/7,25,7.37,9.91,9.91,9.91,9.91,9.91,9.91,5.5,5.5,0.01
2025/3/7,26,7.32,9.85,9.85,9.85,9.85,9.85,9.85,5,5,0.01
2025/3/7,27,8.66,11.73,11.73,11.73,11.12,11.12,11.12,8.7,8.7,0.01
2025/3/7,28,8.83,12.1,11.74,11.74,11.54,11.54,11.54,8.73,8.73,0.01
2025/3/7,29,9,11.75,11.75,11.75,11.75,11.75,11.75,8.94,8.94,0.01
2025/3/7,30,10.87,12.27,12.27,12.27,12.27,12.27,12.27,12.27,8.99,3
2025/3/7,31,11.61,12.32,12.32,12.32,12.32,12.32,12.32,12.32,9.05,7.8
2025/3/7,32,12.27,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12,8.58
2025/3/7,33,12.94,13.02,13.02,13.02,14.11,14.11,14.11,14.11,11.06,8.83
2025/3/7,34,15.8,13.7,13.7,13.7,21.11,21.11,21.11,21.11,9.17,12.94
2025/3/7,35,18.95,15,15,15,21.11,21.11,21.11,21.11,11.06,15.16
2025/3/7,36,21.51,17.92,17.92,17.92,26.69,26.69,26.69,26.69,18.01,26.69
2025/3/7,37,21.55,18.03,18.03,18.03,25.92,25.92,25.92,25.92,25.92,25.92
2025/3/7,38,21.51,17.94,17.94,17.94,27.55,27.55,27.55,27.55,27.55,27.55
2025/3/7,39,21.11,17.74,17.74,17.74,21.11,21.11,21.11,21.11,21.11,21.11
2025/3/7,40,19.45,17.4,17.4,17.4,21.11,21.11,21.11,21.11,21.11,21.11
2025/3/7,41,19.45,17.4,17.4,17.4,21.11,21.11,21.11,21.11,21.11,21.11
2025/3/7,42,19.45,17.38,17.38,17.38,21.11,21.11,21.11,21.11,21.11,21.11
2025/3/7,43,18.95,15.91,15.91,15.91,19.45,19.45,19.45,19.45,15,19.45
2025/3/7,44,17.4,14.36,14.36,14.36,17,17,17,17,12.42,17
2025/3/7,45,17.94,14.97,14.97,14.97,17,17,17,17,12.42,17
2025/3/7,46,17.85,14.05,14.05,14.05,18.08,18.08,18.08,18.08,12.42,18.08
2025/3/7,47,17.1,14.04,14.04,14.04,18.27,18.27,18.27,18.27,18.27,18.27
2025/3/7,48,14.05,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89
2025/3/8,1,13.93,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96
2025/3/8,2,14.39,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
2025/3/8,3,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24
2025/3/8,4,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13
2025/3/8,5,15,14.39,14.39,14.39,15.63,15.63,15.63,15.63,15.63,14.58
2025/3/8,6,15.5,14.2,14.2,14.2,19.07,19.07,19.07,19.07,19.07,14.66
2025/3/8,7,15.64,14.39,14.39,14.39,18,18,18,18,18,15.6
2025/3/8,8,15.38,14.39,14.39,14.39,16,16,16,16,16,16
2025/3/8,9,14.5,14.27,14.27,14.27,15.11,15.11,15.11,15.11,15.11,15.11
2025/3/8,10,14.58,14.27,14.27,14.27,14.58,14.58,14.58,14.58,14.58,14.58
2025/3/8,11,14.58,14.39,14.39,14.39,14.58,14.58,14.58,14.58,14.58,14.58
2025/3/8,12,14.58,14.58,14.58,14.58,14.58,14.58,14.58,14.58,14.58,14.58
2025/3/8,13,15.58,14.35,14.35,14.35,17.36,17.36,17.36,17.36,17.36,17.36
2025/3/8,14,16.64,14.39,14.39,14.39,20.67,20.67,20.67,20.67,20.67,20.67
2025/3/8,15,16.64,14.23,14.23,14.23,22.4,22.4,22.4,22.4,22.4,22.4
2025/3/8,16,15.5,13.95,13.95,13.95,20.67,20.67,20.67,20.67,20.67,20.67
2025/3/8,17,15.16,13.48,13.48,13.48,19.2,19.2,19.2,19.2,19.2,15.16
2025/3/8,18,14.23,13.04,13.04,13.04,18.57,18.57,18.57,18.57,18.57,18.57
2025/3/8,19,16,14.26,14.26,14.26,18.14,18.14,18.14,18.14,15.94,18.14
2025/3/8,20,14.92,13.79,13.79,13.79,14.92,14.92,14.92,14.92,11,9
2025/3/8,21,12.76,12.9,12.9,12.9,12.9,12.9,12.9,12.9,8.75,8.42
2025/3/8,22,11.39,12.32,12.32,12.32,12.32,12.32,12.32,12.32,8.9,8.42
2025/3/8,23,10.8,11.79,11.79,12.21,12.21,12.21,12.21,8.82,8.82,8.42
2025/3/8,24,9,11.39,11.39,11.39,11.39,11.39,11.39,8.6,8.6,8.42
2025/3/8,25,8.66,10.03,10.03,11.39,11.04,11.04,11.04,8.42,8.42,8.42
2025/3/8,26,8.66,9.51,9.51,11.39,11.31,10.82,10.82,8.42,8.42,8.42
2025/3/8,27,8.83,9.96,9.96,11.7,10.8,10.8,10.8,8.51,8.51,8.42
2025/3/8,28,9,11.52,11.52,12.39,11.95,10.55,10.55,8.01,8.01,8.01
2025/3/8,29,9.85,12.76,12.76,12.76,10.9,8.52,8.52,8.42,8.42,8.42
2025/3/8,30,10.01,7.5,12.9,12.9,11.35,10.55,10.55,10.16,8.7,8.42
2025/3/8,31,10.82,11.7,13.29,13.29,10.82,10.82,10.82,10.82,8.69,8.42
2025/3/8,32,13,13.75,13.75,13.75,12.88,12.88,12.88,12.88,8.76,8.42
2025/3/8,33,12.9,13.79,13.79,13.79,11.82,11.82,11.82,11.82,11.82,9
2025/3/8,34,13.75,14.08,14.08,14.08,13.37,13.37,13.37,13.37,13.37,11.29
2025/3/8,35,14.89,14.89,14.89,14.89,14.89,14.89,14.89,14.89,14.89,14.89
2025/3/8,36,17.93,17.4,17.4,17.4,19.2,19.2,19.2,19.2,19.2,19.2
2025/3/8,37,17.37,17.38,17.38,17.38,17.38,17.38,17.38,17.38,17.38,17.38
2025/3/8,38,17.4,17.4,17.4,17.4,17.83,17.83,17.83,17.83,17.83,17.83
2025/3/8,39,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04
2025/3/8,40,17.23,17,17,17,17.83,17.83,17.83,17.83,17.83,17.83
2025/3/8,41,17.04,16.99,16.99,16.99,17.78,17.78,17.78,17.78,17.78,17.78
2025/3/8,42,16.64,16.64,16.64,16.64,17,17,17,17,17,17
2025/3/8,43,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64
2025/3/8,44,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64
2025/3/8,45,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26
2025/3/8,46,13.93,13.99,13.99,13.99,13.93,13.93,13.93,13.93,13.93,13.93
2025/3/8,47,14.06,14.44,14.44,14.44,13.6,13.6,13.6,13.6,13.6,13.6
2025/3/8,48,13.26,13.87,13.87,13.87,12.1,12.1,12.1,12.1,12.1,12.1
